,title,label,processed_title
5494, 중앙도서관  해외원문 무료제공 서비스 안내,0,중앙도서관 해외 원문 무료 제공 서비스 안내
5495, 대학교육혁신사업단  대학교육혁신사업단 비교과 보조인력 홍보담당  모집공고,0,대학 교육 혁신 사업단 대학 교육 혁신 사업단 비교과 보조 인력 홍보 담당 모집 공고
5496, 설명회  포스코 채용설명회      화    와우관 l동     호 ,1,설명회 포스코 채용 설명회 화 와우 l동 호
5497, 상담회  삼성전자 ds부문 혁신센터 채용상담회      목    홍문관 로비층 ,1,상담회 삼성전자 ds부문 혁신 센터 채용 상담회 목 홍문관 로비
5498, 인턴채용   에코마케팅  퍼포먼스 마케팅 체험형 인턴  개월  채용,1,인턴 채용 에코 마케팅 퍼포먼스 마케팅 체험 인턴 채용
5499,    년 하반기 통영시 대학생 학자금 이자 지원 신청 안내,0,통영시 대학생 학자금 이자 지원 신청 안내
5500,개인정보 홍보 포스터   개정 개인정보 보호법 및 시행령  이것만은 꼭꼭 ,0,개인정보 홍보 포스터 개정 개인정보 보호 법 시행령
5501, 인턴채용   맨파워  맨파워그룹코리아 본사 스태핑솔루션사업본부 인턴 모집,1,인턴 채용 파워 파워 그룹 코리아 본사 인턴 모집
5502, 공개채용  일화  신입 및 경력 채용 공고,1,공개 채용 일화 신입 경력 채용 공고
5503, 대학교육혁신사업단 전담직원 서울  채용 공고,1,대학 교육 혁신 사업단 전담 직원 서울 채용 공고
5504, 우덕재단  우    장학금 공고 안내,0,우 덕 재단 우 장학금 공고 안내
5505, 세종교수학습         학습튜터링 및 새내기튜터링 모집       ,1,세종 교수 학습 학습 튜터링 새내기 튜터링 모집
5506,     충청권 하계세계대학경기대회 제 기 대학생 서포터즈 모집,1,충청 하계 세계 대학 경기 대회 기 대학생 서포터즈 모집
5507,    년 상아장학재단 it 게임  기 장학생 선발,0,상아 장학 재단 게임 기 장학생 선발
5508,홍역 지속 발생에 따른 홍역 예방 안내,0,홍역 지속 발생 홍역 예방 안내
5509,세종장애인복지관 dadarun sejong 자원봉사 모집,1,세종 장애인 복지관 dadarun sejong 자원봉사 모집
5510, 공개채용  동아미디어  회계 행정   신문제작   시설관리 사원 모집 채용공고,1,공개 채용 동아 미디어 회계 행정 신문 제작 시설 관리 사원 모집 채용 공고
5511, 인턴채용   외교부      년도 국제재생에너지기구 irena  근무 인턴 후보자 선발,1,인턴 채용 외교부 국제 재생 에너지 기구 irena 근무 인턴 후보자 선발
5512, 공개채용  재단법인경기도교육연구원  재 경기도교육연구원 직원 채용 공고,1,공개 채용 재단법인 경기도 교육 연구원 경기도 교육 연구원 직원 채용 공고
5513, 공개채용  재단법인광주비엔날레      상반기 기간제근로자 채용공고,1,공개 채용 재단법인 광주 비엔날레 기간제 근로자 채용 공고
5514, 인턴채용   외교부      년도 유엔아시아태평양경제사회위원회 unescap  근무 인턴 후보자 선발,1,인턴 채용 외교부 유엔 아시아 태평양 경제 사회 위원회 unescap 근무 인턴 후보자 선발
5515, 공개채용  크리에이츠      년 전직군 공개채용,1,공개 채용 전직군 공개 채용
5516, 대학혁신지원사업     학년도   sw 데이터활용역량인증제 교과목 개발 지원 사업 시행  공모 및 시행 신청 안내,0,대학 혁신 지원 사업 sw 데이터 활용 역량 인증 교과목 개발 지원 사업 시행 공모 시행 신청 안내
5517, 인턴채용   외교부      년도 국제에너지기구 iea  근무 인턴 후보자 선발 관련,1,인턴 채용 외교부 국제에너지기구 iea 근무 인턴 후보자 선발 관련
5518, 인턴채용  국립생태원      년 체험형 청년인턴채용,1,인턴 채용 국립생태원 체험 청년 인턴 채용
5519, 인턴채용   외교부      년도 유엔공업개발기구 unido  근무 인턴 후보자 선발,1,인턴 채용 외교부 유엔 공업 개발 기구 unido 근무 인턴 후보자 선발
5520, 공개채용  동진쎄미켐   월 정기채용,1,공개 채용 정기 채용
5521, 인턴채용   외교부      년도 모두를위한지속가능한에너지 seforall  근무 인턴 후보자 선발,1,인턴 채용 외교부 모두 지속 에너지 seforall 근무 인턴 후보자 선발
5522, 공개채용  한국표준협회  정규직원 공개채용       ,1,공개 채용 한국표준협회 정규직 원 공개 채용
5523,대학혁신지원사업       여름 유엔협회세계연맹 wfuna  유엔본부 한국 대학생 대표단  프로그램 참여 학생 모집,1,대학 혁신 지원 사업 여름 유엔 협회 세계연맹 wfuna 유엔 본부 한국 대학생 대표단 프로그램 참여 학생 모집
5524,   월     취업 진로  온라인 집중 컨설팅 안내       기준 ,1,취업 진로 온라인 집중 컨설팅 안내 기준
5525, 인턴채용   한강홍수통제소      년 환경부 한강홍수통제소 청년인턴 채용 안내 및 홍보,1,인턴 채용 한강홍수통제소 환경부 한강홍수통제소 청년 인턴 채용 안내 홍보
5526, 대학혁신지원사업     학년도  창의융합 hit l  전공 교과목 개발 지원 사업 공고 및 시행  공모 및 시행 신청 안내,0,대학 혁신 지원 사업 창의 융합 hit l 전공 교과목 개발 지원 사업 공고 시행 공모 시행 신청 안내
5527, 인턴채용   한국수출입은행      년 상반기 청년인턴 채용 공고 및 입사지원           ,1,인턴 채용 한국수출입은행 청년 인턴 채용 공고 입사 지원
5528, 대학혁신지원사업     학년도  학생 진로역량 향상을 위한 취업 및 진로 교육 개선 정책연구  공모 및 시행 신청 안내,0,대학 혁신 지원 사업 학생 진로 역량 향상 취업 진로 교육 개선 정책 연구 공모 시행 신청 안내
5529, 공개채용   한국식품산업클러스터진흥원      년 제 차 직원 정규직  채용 공고,1,공개 채용 한국 식품 산업 클러스터 진흥원 차 직원 정규직 채용 공고
5530, 대학혁신지원사업     학년도   미세전공 개발 지원 사업 시행  신청 안내,0,대학 혁신 지원 사업 미세 전공 개발 지원 사업 시행 신청 안내
5531, 인턴채용  모빌라이즈파이낸셜서비스코리아  상반기 어시스턴트 모집,1,인턴 채용 빌라 이즈 파이낸셜 서비스 코리아 어시스턴트 모집
5532, 대학혁신지원사업     학년도  창의 융합 역량 강화를 위한 교양교과목 개발사업  신청 안내,0,대학 혁신 지원 사업 창의 융합 역량 강화 교양 교과목 개발 사업 신청 안내
5533, 공개채용  한국교통연구원 자료정리원 일용직  채용 공고,1,공개 채용 한국교통연구원 자료 정리 원 일용직 채용 공고
5534,로맨스 스캠 romance scam  예방 및 대처방법 안내,0,로맨스 romance scam 예방 대처 방법 안내
5535, 공개채용  한화에너지계열     년 대졸신입 통합채용,1,공개 채용 한화에너지 계열 대졸 신입 통합 채용
5536,정보전산원 pc유지보수 국가근로 봉사장학생 추가 모집,0,정보 전산원 pc유지보수 국가 근로 봉사 장학생 추가 모집
5537,개인정보처리방침 및 영상정보처리기기 운영관리방침 개정 안내,0,개인정보 처리 방침 영상 정보 처리 기기 운영 관리 방침 개정 안내
5538, 대학혁신지원사업   분 만에 알아보는 나의 스트레스   옴니핏 스트레스 검사 상시 운영  서울캠퍼스 ,0,대학 혁신 지원 사업 분 만 스트레스 스트레스 검사 상시 운영 서울 캠퍼스
5539,  바이오헬스 혁신융합대학사업단  서포터즈  기 모집,1,바이오 헬스 혁신 융합 대학 사업단 서포터즈 기 모집
5540, 세종교수학습         자기주도학습동아리 및 holy학습공동체 모집       ,1,세종 교수 학습 자기 주도 학습 동아리 holy학습공동체 모집
5541,       기업분석을 통한 이력서 및 자기소개서 작성법 일정 안내,1,기업 분석 이력서 자기 소개서 작성법 일정 안내
5542,    학년도  학기 군 복무 사회봉사 경력 학점 인정 안내,0,군 복무 사회봉사 경력 학점 인정 안내
5543, 채용  학생처 장애학생지원센터 육아휴직 대체 계약직원 채용,1,채용 학생 처 장애 학생 지원 센터 육아휴직 대체 계약직원 채용
5544,  신문사 취재부   기 수습기자를 모집합니다  ,1,신문사 취재 부 기 수습 기자 모집
5545,    학년도 제 학기 대학 원  재학생 등록금 추가납부 및 분납 안내,0,대학 원 재학생 등록금 추가 납부 분납 안내
5546,화성  차산업혁명캠퍼스 도시계획시설 대학교  결정 변경  및 실시설계 용역 공고,0,화성 차 산업 혁명 캠퍼스 도시 계획 시설 대학교 결정 변경 실시 설계 용역 공고
5547, 서울 교수학습지원센터         유학생 학습멘토링 hi touch  모집 및 안내,1,서울 교수 학습 지원 센터 유학생 학습 멘토링 hi touch 모집 안내
5548, 한국장애인재활협회       sk c c 행복it장학금 장학생 모집공고 안내,0,한국 장애인 재활 협회 sk c c 행복 장학금 장학생 모집 공고 안내
5549,     상반기 삼성중공업 채용상담회 안내,1,삼성중공업 채용 상담회 안내
5550, 중앙도서관    개 대학 상호대차 확대시행 안내,0,중앙도서관 개 대학 상호 대차 확대 시행 안내
5551, 몽당연필       몽당연필 장학생 모집 공고 안내,0,몽당연필 몽당연필 장학생 모집 공고 안내
5552, 중앙도서관  신입생 대상 도서관 행사 안내        금 까지 ,0,중앙도서관 신입생 대상 도서관 행사 안내 금
5553, 중앙도서관      학년도  학기 중앙도서관 운영 안내,0,중앙도서관 중앙도서관 운영 안내
5554, 공개채용   한세실업       상반기 한세실업 주  신입사원 공개채용,1,공개 채용 한세실업 한세실업 신입사원 공개 채용
5555, 인턴채용   한국언론진흥재단      년  차 체험형 청년인턴 모집,1,인턴 채용 한국언론진흥재단 차 체험 청년 인턴 모집
5556, 인턴채용   법제처  법제처 청년인턴 채용,1,인턴 채용 법제처 법제처 청년 인턴 채용
5557, 인턴채용  현대카드 커머셜       인턴 채용 공고,1,인턴 채용 현대카드 인턴 채용 공고
5558, 인턴채용  금강유역환경청     년 환경부 청년인턴 채용 안내,1,인턴 채용 금강유역환경청 환경부 청년 인턴 채용 안내
5559, 공개채용  통영시     년 제 회 재공고  제 회 통영시 임기제공무원 임용시험,1,공개 채용 통영시 공고 통영시 임기 공무원 임용 시험
5560, 공개채용  hd현대그룹     년 상반기 신입사원 채용,1,공개 채용 hd현대그룹 신입사원 채용
5561, 공개채용  hdc랩스      년 ai엔지니어 부분 신입사원 공개채용,1,공개 채용 hdc랩스 ai엔지니어 부분 신입사원 공개 채용
5562, siemens pace센터      학년도  학기 독일아헨공대국제협업수업 수강희망자 모집 산업디자인전공 연장  신청 조건에 alias 능숙 없음     월  일 ,1,siemens pace센터 독일 아헨 공대 국제 협업 수업 수강 희망자 모집 산업 디자인 전공 신청 조건 alias 일
5563,     상반기 삼성전자ds 메모리사업부 채용설명회 안내,1,삼성전자 메모리 사업부 채용 설명회 안내
5564, 세종캠퍼스 학생상담센터        멘토링   기 모집 안내,1,세종 캠퍼스 학생 상담 센터 멘토링 기 모집 안내
5565, 모집   교육방송국 hibs에서   기 수습국원을 모집합니다 ,1,모집 교육 방송국 hibs에서 기 수습 국원 모집
5566, 대학혁신지원사업      학년도 유학생 상담 및 심리검사,0,대학 혁신 지원 사업 유학생 상담 심리 검사
5567, 서울 교수학습지원센터       학기 학습튜터링 모집 재안내,1,서울 교수 학습 지원 센터 학습 튜터링 모집 안내
5568, 서울 교수학습지원센터        학기 투게더  따르미  모집  신입생  편입생  재학생 등   재안,1,서울 교수 학습 지원 센터 투게더 따 르 미 모집 신입생 편입 재학생 안
5569,    학년도  학기 사이버강좌 운영보조장학생 모집,0,사이버 강좌 운영 보조 장학생 모집
5570, 일주학술문화재단    기 국내학사 장학생 선발공고 안내,0,일주 학술 문화 재단 기 국내 학사 장학생 선발 공고 안내
5571,    학년도  학기 등록금 분할납부 추가신청안내  학부 ,0,등록금 분할 납부 추가 신청 안내 학부
5572,    학년도 제 학기 추가 휴학 및 휴학 연장 신청 안내  최종 ,0,추가 휴학 휴학 신청 안내 최종
5573, 중앙도서관  교보문고 구독형 전자책 서비스 오픈 재안내 ,0,중앙도서관 교보문고 구독 형 전자책 서비스 오픈 안내
5574,    학년도  학기  차 분할납부 신청 안내,0,차 분할 납부 신청 안내
5575,    학년도  학기 학점교류 신청 안내 공주대학교 ,0,학점 교류 신청 안내 공주대학교
5576,    학년도  학기 신입생 및 복학생 예비군 전입신고 안내,0,신입생 복학생 예비군 전입 신고 안내
5577,    학년도  학기 신입생 학생증 발급 신청 안내,0,신입생 학생증 발급 신청 안내
5578,    학년도  학기 학점교류 신청 안내 강서대학교 ,0,학점 교류 신청 안내 강서 대학교
5579, 취업진로지원센터      년 상반기 하나은행 신입행원 채용       ,1,취업 진로 지원 센터 하나은행 신입 행원 채용
5580,    학년도  학기 휴학 휴학연장 추가 최종  신청 안내       수        금  ,0,휴학 휴학 추가 최종 신청 안내 수 금
5581, 인천인재평생교육진흥원       년도 상반기  차  장학생 선발공고 안내,0,인천 인재 평생 교육 진흥원 차 장학생 선발 공고 안내
5582, 취업진로지원센터   삼성화재      년 상반기 채용설명회 상담회,1,취업 진로 지원 센터 삼성화재 채용 설명회 상담회
5583, 취업진로지원센터  한국항공우주산업       상반기 채용상담회,1,취업 진로 지원 센터 한국항공우주산업 채용 상담회
5584, 사회봉사  서울동행 대학생 멘토링 봉사자 모집,1,사회봉사 서울 동행 대학생 멘토링 봉사자 모집
5585, 신입생  전학년 필독  개강 후 주요 안내 수강정정 수강철회 폐강,0,신입생 전 필독 개강 후 안내 수강정정 수강철회 폐강
5586, 교수학습지원센터 서울         학기 전공마스터 참여 안내,0,교수 학습 지원 센터 서울 전공 마스터 참여 안내
5587, 교수학습지원센터 서울         학기 스터디그룹 모집,0,교수 학습 지원 센터 서울 스터디 그룹 모집
5588, 서울지방병무청  각 군 현역병 모집일정     년  월  안내,0,서울지방병무청 군 현역병 모집 일정 안내
5589,  년도  학기 학생예비군 전입신고 안내 신입생 편입생 ,0,학생 예비군 전입 신고 안내 신입생 편입
5590, 중앙도서관      학년도  학기 강의 지정도서 신청 안내,0,중앙도서관 강의 지정도 신청 안내
5591, 중앙도서관  도서관 북카페 재개방,0,중앙도서관 도서관 북카페 개방
5592,빅데이터 전문가 양성과정 취업연계  무료  모집,1,빅데이터 전문가 성과 정 취업 연계 무료 모집
5593, 취업진로지원센터      년 삼성디스플레이 채용상담회 채용설명회,1,취업 진로 지원 센터 삼성디스플레이 채용 상담회 채용 설명회
5594,    학년도 세종캠퍼스 천원의 아침밥 사업 시행 안내,0,세종 캠퍼스 천원 아침밥 사업 시행 안내
5595, 중앙도서관      학년도  학기 도서관 운영 안내,0,중앙도서관 도서관 운영 안내
5596,    년도 학군사관 후보생 rotc    기    기 모집 안내,1,학군사관 후보 rotc 기 기 모집 안내
5597,    학년도  학기 사이버강좌 시험장소 선택 안내,0,사이버 강좌 시험 장소 선택 안내
5598, siemens pace센터      학년도  학기 독일아헨공대국제협업수업 수강희망자 모집 산업디자인전공 연장  신청 조건에 alias 능숙 없음     월  일 ,1,siemens pace센터 독일 아헨 공대 국제 협업 수업 수강 희망자 모집 산업 디자인 전공 신청 조건 alias 일
5599, 학생상담센터        멘토링   기 모집 안내,1,학생 상담 센터 멘토링 기 모집 안내
5600, 서울 교수학습지원센터        학기 투게더  따르미  모집  신입생  편입생  재학생 등  ,1,서울 교수 학습 지원 센터 투게더 따 르 미 모집 신입생 편입 재학생
5601,      캠퍼스타운 창업기업 모집   월   일 월    시 까지 ,0,캠퍼스 타운 창업 기업 모집 일 시
5602, 국제언어교육원 외국어교육부      학년도 봄 학기 정규 어학 대체강좌  토익  토플 등  강좌 안내,1,국제 언어 교육원 외국어 교육부 봄 정규 어학 대체 강좌 토익 토플 강좌 안내
5603, 국제언어교육원 외국어교육부      학년도 봄 학기 정규 어학 대체강좌 포함  강좌 안내,1,국제 언어 교육원 외국어 교육부 봄 정규 어학 대체 강좌 포함 강좌 안내
5604, 조교채용   서울캠퍼스  공과대학 기초과학과 물리 실험조교 모집 재공고   명 급구 ,0,조교 채용 서울 캠퍼스 공과대학 기초과학 물리 실험 조교 모집 공고 명 급
5605, 서울 교수학습지원센터       학기 학습튜터링 모집 안내,1,서울 교수 학습 지원 센터 학습 튜터링 모집 안내
5606,    학년도  학기 정보전산원 공용pc실 개방 안내,0,정보 전산원 공용 실 개방 안내
5607,    학년도  학기 학점포기 신청안내,0,학점 포기 신청 안내
5608,    학년도  학기 재수강 선삭제 기간 안내,0,수강 삭제 기간 안내
5609,    학년도  학기 대학원 수강신청 정정 기간 안내 인원초과 과목 신청 안내 포함 ,0,대학원 수강신청 정정 기간 안내 인 원초 과목 신청 안내 포함
5610, 홍보    년 제약바이오산업 분야별 직무교육 안내,1,홍보 제약 바이오 산업 분야 직무 교육 안내
5611, 대학혁신지원사업      학년도 편입생 온라인 심리검사 mbti  및 해석특강,0,대학 혁신 지원 사업 편입 온라인 심리 검사 mbti 해석 특강
5612, 홍보      년  징검다리 일자리사업  공공형 참여자 모집,1,홍보 징검다리 일자리 사업 공공 참여자 모집
5613, 대학혁신지원사업      학년도  학기 글로벌 대학원 전공학습지원 프로그램 신청               ,1,대학 혁신 지원 사업 글로벌 대학원 전공 학습 지원 프로그램 신청
5614, rotc      학년도 육군 학군사관후보생   기    기 선발 안내,1,rotc 육군 학군 사관후보생 기 기 선발 안내
5615,    월 졸업예정자 topik 제출 안내,0,졸업 예정자 topik 제출 안내
5616,    학년도  학기 사이버강좌 출석 및 수강방법 안내,0,사이버 강좌 출석 수강 방법 안내
5617,    학년도 신입생 정시  대상 기초학습능력평가 모의토익  일정 공지,1,신입생 정시 대상 기초 학습 능력 평가 모의 토익 일정 공지
5618, 홍보      년 서울형 뉴딜일자리  공공도서관 전문사서 양성  참여자 추가채용 모집공고,1,홍보 서울 형 뉴딜 일자리 공공 도서관 전문 사서 양성 참여자 추가 채용 모집 공고
5619, 채용설명회   삼성전자  ds 부문 제조 기술담당,1,채용 설명회 삼성전자 d 부문 제조 기술 담당
5620, 조교 채용  국제언어교육원 행정실 조교 모집 중국어권 ,0,조교 채용 국제 언어 교육원 행정실 조교 모집 중국어권
5621,  무료취업교육생    빅데이터 개발자양성과정    기 모집    학년 지원 가능,1,무료 취업 교육 빅데이터 개발자 양성 과정 기 모집 지원
5622, 홍보      년 육군 학사장교 모집 홍보,1,홍보 육군 학사 장교 모집 홍보
5623,    학년도  학기 연구윤리교육 안내,0,연구윤리 교육 안내
5624,    학년도  학기 석사학위청구방법 신청 변경  안내      월     금  ,0,석사 학위 청구 방법 신청 변경 안내 금
5625,    학년도  학기 논문지도교수 신청 변경  안내      월      금  ,0,논문 지도 교수 신청 변경 안내 금
5626, 모바일 앱  헤이영캠퍼스  설치 안내,0,모바일 헤이 영 캠퍼스 설치 안내
5627, 모바일 앱  헤이영캠퍼스   설치 안내,0,모바일 헤이 영 캠퍼스 설치 안내
5628,       학년도  학기 논문 및 개별연구과제 심사 안내 책자 파일 ,0,논문 개별 연구 과제 심사 안내 책자 파일
5629,빅데이터 전문가 양성과정 무료  훈련생 모집,1,빅데이터 전문가 성과 정 무료 훈련 모집
5630,학생증 발급 신청,0,학생증 발급 신청
5631, siemens pace센터      학년도  학기 독일아헨공대국제협업수업 수강희망자 모집 산업디자인전공 연장  신청 조건에 alias 능숙 없음     월   일 ,1,siemens pace센터 독일 아헨 공대 국제 협업 수업 수강 희망자 모집 산업 디자인 전공 신청 조건 alias 일
5632, 취업진로지원센터 서울      년  월 취업 진로     집중컨설팅 예약시간 안내          대기 마감    월 신청 미리 받습니다 ,1,취업 진로 지원 센터 서울 취업 진로 집중 컨설팅 예약 시간 안내 대기 신청
5633,    년도 상반기 서울대학교 직원 채용시험 시행계획 공고,1,서울대학교 직원 채용 시험 시행 계획 공고
5634, 대학교육혁신사업단   대학교육혁신사업단 전담직원 서울  채용 공고  기한연장 ,1,대학 교육 혁신 사업단 대학 교육 혁신 사업단 전담 직원 서울 채용 공고
5635,    학년도  학기 대학원 장학금  차 신청 안내,0,대학원 장학금 차 신청 안내
5636, 중앙도서관  동계방학 중 도서관 운영 안내,0,중앙도서관 동계 방학 중 도서관 운영 안내
5637,    학년도  학기 석사학위청구방법 학과별 현황,0,석사 학위 청구 방법 학과 현황
5638, 조교채용  서울캠퍼스 전자전기공학부 행정조교 모집 안내        ,0,조교 채용 서울 캠퍼스 전자전 기공 학부 행정 조교 모집 안내
5639, 조교 채용  기초과학과 응용수학 행정조교 채용,0,조교 채용 기초과학 응용수학 행정 조교 채용
5640, 법과대학        학기 t as 강의보조  장학생  차 모집안내입니다 ,0,법 대학 t 강의 보조 장학생 차 모집 안내
5641,    학년도 학생증 신청안내,0,학생증 신청 안내
5642, 서울   졸업생 대상 국민취업지원제도 현장접수,1,서울 졸업 대상 국민 취업 지원 제도 현장
5643,      학기 세종캠퍼스 재학생 구내서점 이용 안내,0,세종 캠퍼스 재학생 구내 서점 이용 안내
5644,    학년도  학기 박물관 봉사장학생 모집        일  까지 ,1,박물관 봉사 장학생 모집 일
5645, 메이커스페이스  창작새길      학기 봉사장학생 선발 안내,1,메이커 스페이스 창작 새길 봉사 장학생 선발 안내
5646,    학년도  학기 휴학 및 휴학연장 신청 안내,0,휴학 휴학 신청 안내
5647, 서울     학년도  학기 사회봉사교과목 수강신청 연장 안내        화 ,0,서울 사회봉사 교과목 수강신청 안내 화
5648,    학년도 정시 신입생 대상 온라인 정기 어학 세미나,1,정시 신입생 대상 온라인 정기 어학 세미나
5649, 국제언어교육원      년 봄 학기 유학생활도우미 봉사장학생 모집,1,국제 언어 교육원 봄 유학 생활 도우미 봉사 장학생 모집
5650, 세종 국제학생지원실      학년도  학기 봉사장학생 모집 안내,1,세종 국제 학생 지원 실 봉사 장학생 모집 안내
5651, 교수학습지원센터 서울         학기 스터디그룹 모집 안내,0,교수 학습 지원 센터 서울 스터디 그룹 모집 안내
5652,      학기 기초과학과 t as 강의보조  장학생  차모집,1,기초과학 t 강의 보조 장학생 차 모집
5653,대학원 교학팀 외국인입시 담당 근로장학생 모집       까지 ,0,대학원 교학 팀 외국인 입시 담당 근로 장학생 모집
5654,    학년도 편입생 오리엔테이션 자료  세종캠퍼스 ,0,편입 오리엔테이션 자료 세종 캠퍼스
5655,    학년도 편입생 오리엔테이션 자료  서울캠퍼스 ,0,편입 오리엔테이션 자료 서울 캠퍼스
5656,    학년도 전기 신입생 학점인정 관련 서류 제출 안내  학 석사 연계과정 포함 ,0,전기 신입생 학점 인정 관련 서류 제출 안내 학 석사 연계 과정 포함
5657, 학생상담센터      학년도 옴니핏 스트레스 검사 실시,0,학생 상담 센터 스트레스 검사 실시
5658, 조교채용   서울캠퍼스  기계 시스템디자인공학과 기자재실 조교 모집  기한연장        월 까지 ,0,조교 채용 서울 캠퍼스 기계 시스템 디자인 공학 기자 재실 조교 모집
5659, 취업진로지원센터  ai 합격 솔루션 이용 안내 ai 자기소개서 분석   ai 면접 ,1,취업 진로 지원 센터 ai 합격 솔루션 이용 안내 ai 자기 소개서 분석 ai 면접
5660, 세종시체육회  제  회 세종특별자치시 복사꽃 전국마라톤대회 참가 안내,0,세종 시체 육회 세종특별자치시 복사꽃 전국 마라톤 대회 참가 안내
5661, siemens pace센터      학년도  학기 독일아헨공대국제협업수업 수강희망자 모집 산업디자인전공 연장     월   일 ,1,siemens pace센터 독일 아헨 공대 국제 협업 수업 수강 희망자 모집 산업 디자인 전공 일
5662, 타대학    학점교류생 필독     학년도  학기 학점교류 관련 안내,0,타대학 학점 교류 필독 학점 교류 관련 안내
5663, 수료생 필독      학년도  학기 연구등록금 연구생증명비 납부 안내,0,수료 필독 연구 등록금 연구생 증명 비 납부 안내
5664, 취업진로지원센터      년도 ict 멘토링 프로젝트 및 참여자 모집,1,취업 진로 지원 센터 ict 멘토링 프로젝트 참여자 모집
5665, 취업진로지원센터  여성과학기술인육성재단외국계 기업과 함께하는 위셋 글로벌 멘토링 참여자 모집,1,취업 진로 지원 센터 여성 과학기술 육성재 단외 국 기업 위 글로벌 멘토링 참여자 모집
5666, 취업진로지원센터  관악구x삼성전자 청년 취업멘토링 참여자 모집 안내,1,취업 진로 지원 센터 관악구 삼성전자 청년 취업 멘토링 참여자 모집 안내
5667,신입생 오리엔테이션 안내 책자 및 수강신청 안내문,0,신입생 오리엔테이션 안내 책자 수강신청 안내문
5668,  년  학기 학생예비군 전입신고 안내  차 ,0,학생 예비군 전입 신고 안내 차
5669,      학기 세종캠퍼스 사회봉사 신청 안내,1,세종 캠퍼스 사회봉사 신청 안내
5670, 조교 채용   서울캠퍼스  기초과학과 물리 실험조교 재공고,0,조교 채용 서울 캠퍼스 기초과학 물리 실험 조교 공고
5671,    학년도  학기 학점교류 신청 안내 광운대학교 ,0,학점 교류 신청 안내 광운대학교
5672,먼데이타임스 신문사 서포터즈  기 모집,1,데이 타임스 신문사 서포터즈 기 모집
5673,    년 상반기 세종시민대학 집현전 학습자 모집,1,세종 시민 대학 집현전 학습자 모집
5674, 도서관  서버 이전 작업으로 인한 교외접속  교보문고 전자책 서비스 중단,0,도서관 서버 이전 작업 교외 접속 교보문고 전자책 서비스 중단
5675,    학년도  학기 교류학생 학번조회,0,교류 학생 학번 조회
5676,    학년도 신입생 입학식 안내,0,신입생 입학식 안내
5677, 조교채용 건축도시대학 건축학부 실내건축학전공 조교 모집       월  아침   시까지 ,0,조교 채용 건축 도시 대학 건축 학부 실내 건축학 전공 조교 모집 아침 시
5678, 조교 모집   법학연구소 조교 모집,0,조교 모집 법학연구 소 조교 모집
5679, 중앙도서관  교내 정전에 따른 제 공학관 t동  열람실 운영 변경,0,중앙도서관 교내 정전 공학 t동 열람실 운영 변경
5680,  무료취업교육생    빅데이터 개발자양성과정    기 모집   졸업예정자 가능,1,무료 취업 교육 빅데이터 개발자 양성 과정 기 모집 졸업 예정자
5681, 대학교육혁신사업단  행정직 전담직원 서울  채용 공고  공고연장 ,1,대학 교육 혁신 사업단 행정 직 전담 직원 서울 채용 공고 공고
5682,입학관리본부 입학사정관실 봉사장학생 모집        월  까지 ,1,입학 관리 본부 입학 사정관 실 봉사 장학생 모집
5683, 조교 채용   서울캠퍼스  신문사 행정조교 모집,0,조교 채용 서울 캠퍼스 신문사 행정 조교 모집
5684,    학년도  학기 교양학점 초과자 및 학기초과자 수강신청  등록 안내,0,교양 학점 초과자 초과자 수강신청 등록 안내
5685,    년 상반기 한 미 대학생 연수 west  참가자 모집 공고,1,미 대학생 연수 west 참가자 모집 공고
5686,    학년도  학기 종합시험 시행안내,1,종합시험 시행 안내
5687,    학년도  학기 학기초과자 수업연한 초과자  등록금 납부 안내 수료수강생 포함 ,0,초과자 수업 연 초과자 등록금 납부 안내 수료 수강생 포함
5688,    학년도  학기 외국어시험 시행안내,1,외국어 시험 시행 안내
5689,    학년도  학기 서울여자대학교 일반대학원 학점교류 신청 안내,0,서울여자대학교 일반 대학원 학점 교류 신청 안내
5690, 조교채용  사범대학 수학교육과 조교 모집 공고        ,0,조교 채용 사범대학 수학 교육 조교 모집 공고
5691,졸업가운 대여 및 졸업물품 배부 안내 서울캠퍼스 ,0,졸업 가운 대여 졸업 물품 배부 안내 서울 캠퍼스
5692, 조교모집  세종캠퍼스 기숙사 계약직원 조교  모집,0,조교 모집 세종 캠퍼스 기숙사 계약직원 조교 모집
5693, 제주삼다수재단      년도 삼다수장학생 모집 선발 공고 안내,0,제주 삼 다수 재단 삼 다수 장학생 모집 선발 공고 안내
5694, 바이오헬스 혁신융합대학      학년도  학기 성과형 장학금 안내,1,바이오 헬스 혁신 융합 대학 성과 형 장학금 안내
5695,졸업가운 학사모 대여 및 졸업물품  학위증 수령 안내 세종캠퍼스  수정,0,졸업 가운 학사모 대여 졸업 물품 학 위증 수령 안내 세종 캠퍼스 수정
5696,    학년도  학기 대학원 봉사장학생 선발,1,대학원 봉사 장학생 선발
5697, 세아해암학술장학재단      년도 제  기 학사 장학생 모집 홍보 요청,0,아해 암 학술 장학 재단 기 학사 장학생 모집 홍보 요청
5698, siemens pace센터      학년도  학기 독일아헨공대국제협업수업 수강희망자 모집,1,siemens pace센터 독일 아헨 공대 국제 협업 수업 수강 희망자 모집
5699, 무료교육  빅데이터 전문가 양성 과정,1,무료 교육 빅데이터 전문가 양성 과정
